id,key,value,type
61521865,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61521865,created_by,JOSM,regular
61521865,source,massgis_import_v0.1_20071008193615,regular
61521867,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61521867,created_by,JOSM,regular
61521867,source,massgis_import_v0.1_20071008193615,regular
61521868,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61521868,created_by,JOSM,regular
61521868,source,massgis_import_v0.1_20071008193615,regular
61539097,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539097,created_by,JOSM,regular
61539097,source,massgis_import_v0.1_20071008193615,regular
61539113,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539113,source,massgis_import_v0.1_20071008193615,regular
61539121,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539121,source,massgis_import_v0.1_20071008193615,regular
61539129,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539129,source,massgis_import_v0.1_20071008193615,regular
61539137,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539137,source,massgis_import_v0.1_20071008193615,regular
61539147,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539147,source,massgis_import_v0.1_20071008193615,regular
61539156,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539156,source,massgis_import_v0.1_20071008193615,regular
61539460,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539460,created_by,JOSM,regular
61539460,source,massgis_import_v0.1_20071008193615,regular
61539464,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539464,created_by,JOSM,regular
61539464,source,massgis_import_v0.1_20071008193615,regular
61539520,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539520,source,massgis_import_v0.1_20071008193615,regular
61539528,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539528,created_by,JOSM,regular
61539528,source,massgis_import_v0.1_20071008193615,regular
61539538,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539538,created_by,JOSM,regular
61539538,source,massgis_import_v0.1_20071008193615,regular
61539543,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539543,created_by,JOSM,regular
61539543,source,massgis_import_v0.1_20071008193615,regular
61539550,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539550,created_by,JOSM,regular
61539550,source,massgis_import_v0.1_20071008193615,regular
61539561,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539561,created_by,JOSM,regular
61539561,source,massgis_import_v0.1_20071008193615,regular
61539570,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539570,created_by,JOSM,regular
61539570,source,massgis_import_v0.1_20071008193615,regular
61539953,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539953,source,massgis_import_v0.1_20071008193615,regular
61539958,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539958,source,massgis_import_v0.1_20071008193615,regular
61539973,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539973,source,massgis_import_v0.1_20071008193615,regular
61539980,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539980,source,massgis_import_v0.1_20071008193615,regular
61539996,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61539996,created_by,JOSM,regular
61539996,source,massgis_import_v0.1_20071008193615,regular
61540007,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61540007,created_by,JOSM,regular
61540007,source,massgis_import_v0.1_20071008193615,regular
61540017,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61540017,created_by,JOSM,regular
61540017,source,massgis_import_v0.1_20071008193615,regular
61540029,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61540029,created_by,JOSM,regular
61540029,source,massgis_import_v0.1_20071008193615,regular
61540233,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61540233,created_by,JOSM,regular
61540233,source,massgis_import_v0.1_20071008193615,regular
61540240,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61540240,created_by,JOSM,regular
61540240,source,massgis_import_v0.1_20071008193615,regular
61540248,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61540248,created_by,JOSM,regular
61540248,source,massgis_import_v0.1_20071008193615,regular
61540254,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61540254,created_by,JOSM,regular
61540254,source,massgis_import_v0.1_20071008193615,regular
61540454,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61540454,created_by,JOSM,regular
61540454,source,massgis_import_v0.1_20071008193615,regular
61540457,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61540457,created_by,JOSM,regular
61540457,source,massgis_import_v0.1_20071008193615,regular
61540460,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61540460,created_by,JOSM,regular
61540460,source,massgis_import_v0.1_20071008193615,regular
61540462,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61540462,created_by,JOSM,regular
61540462,source,massgis_import_v0.1_20071008193615,regular
61540465,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61540465,created_by,JOSM,regular
61540465,source,massgis_import_v0.1_20071008193615,regular
61541100,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61541100,source,massgis_import_v0.1_20071008193615,regular
61541334,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61541334,source,massgis_import_v0.1_20071008193615,regular
61541346,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61541346,source,massgis_import_v0.1_20071008193615,regular
61541356,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61541356,source,massgis_import_v0.1_20071008193615,regular
61541361,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61541361,source,massgis_import_v0.1_20071008193615,regular
61542058,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61542058,source,massgis_import_v0.1_20071008193615,regular
61542060,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61542060,source,massgis_import_v0.1_20071008193615,regular
61542063,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61542063,source,massgis_import_v0.1_20071008193615,regular
61544562,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544562,source,massgis_import_v0.1_20071008193615,regular
61544567,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544567,source,massgis_import_v0.1_20071008193615,regular
61544783,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544783,source,massgis_import_v0.1_20071008193615,regular
61544797,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544797,source,massgis_import_v0.1_20071008193615,regular
61544799,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544799,source,massgis_import_v0.1_20071008193615,regular
61544805,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544805,source,massgis_import_v0.1_20071008193615,regular
61544807,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544807,source,massgis_import_v0.1_20071008193615,regular
61544875,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544875,source,massgis_import_v0.1_20071008193615,regular
61544879,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544879,source,massgis_import_v0.1_20071008193615,regular
61544885,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544885,source,massgis_import_v0.1_20071008193615,regular
61544957,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544957,source,massgis_import_v0.1_20071008193615,regular
61544967,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544967,source,massgis_import_v0.1_20071008193615,regular
61544978,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544978,source,massgis_import_v0.1_20071008193615,regular
61544984,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61544984,source,massgis_import_v0.1_20071008193615,regular
61545075,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545075,source,massgis_import_v0.1_20071008193615,regular
61545083,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545083,source,massgis_import_v0.1_20071008193615,regular
61545091,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545091,source,massgis_import_v0.1_20071008193615,regular
61545098,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545098,source,massgis_import_v0.1_20071008193615,regular
61545118,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545118,source,massgis_import_v0.1_20071008193615,regular
61545120,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545120,source,massgis_import_v0.1_20071008193615,regular
61545131,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545131,source,massgis_import_v0.1_20071008193615,regular
61545140,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545140,source,massgis_import_v0.1_20071008193615,regular
61545151,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545151,source,massgis_import_v0.1_20071008193615,regular
61545157,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545157,source,massgis_import_v0.1_20071008193615,regular
61545163,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545163,source,massgis_import_v0.1_20071008193615,regular
61545169,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545169,source,massgis_import_v0.1_20071008193615,regular
61545178,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545178,source,massgis_import_v0.1_20071008193615,regular
61545189,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545189,source,massgis_import_v0.1_20071008193615,regular
61545197,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545197,source,massgis_import_v0.1_20071008193615,regular
61545200,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545200,source,massgis_import_v0.1_20071008193615,regular
61545223,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545223,source,massgis_import_v0.1_20071008193615,regular
61545231,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545231,source,massgis_import_v0.1_20071008193615,regular
61545278,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545278,source,massgis_import_v0.1_20071008193615,regular
61545350,access,destination,regular
61545350,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545350,source,massgis_import_v0.1_20071008193615,regular
61545357,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545357,source,massgis_import_v0.1_20071008193615,regular
61545370,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545370,source,massgis_import_v0.1_20071008193615,regular
61545416,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545416,source,massgis_import_v0.1_20071008193615,regular
61545421,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545421,source,massgis_import_v0.1_20071008193615,regular
61545430,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545430,source,massgis_import_v0.1_20071008193615,regular
61545436,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545436,source,massgis_import_v0.1_20071008193615,regular
61545672,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545672,source,massgis_import_v0.1_20071008193615,regular
61545677,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61545677,source,massgis_import_v0.1_20071008193615,regular
61547026,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61547026,created_by,JOSM,regular
61547026,source,massgis_import_v0.1_20071008193615,regular
61547033,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61547033,created_by,JOSM,regular
61547033,source,massgis_import_v0.1_20071008193615,regular
61547039,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61547039,created_by,JOSM,regular
61547039,source,massgis_import_v0.1_20071008193615,regular
61547046,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61547046,created_by,JOSM,regular
61547046,source,massgis_import_v0.1_20071008193615,regular
61547070,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61547070,created_by,JOSM,regular
61547070,source,massgis_import_v0.1_20071008193615,regular
61547111,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61547111,source,massgis_import_v0.1_20071008193615,regular
61547115,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61547115,source,massgis_import_v0.1_20071008193615,regular
61547220,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61547220,source,massgis_import_v0.1_20071008193615,regular
61548243,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548243,source,massgis_import_v0.1_20071008193615,regular
61548250,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548250,source,massgis_import_v0.1_20071008193615,regular
61548264,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548264,source,massgis_import_v0.1_20071008193615,regular
61548335,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548335,source,massgis_import_v0.1_20071008193615,regular
61548340,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548340,source,massgis_import_v0.1_20071008193615,regular
61548345,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548345,source,massgis_import_v0.1_20071008193615,regular
61548353,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548353,source,massgis_import_v0.1_20071008193615,regular
61548666,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548666,source,massgis_import_v0.1_20071008193615,regular
61548673,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548673,source,massgis_import_v0.1_20071008193615,regular
61548675,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548675,source,massgis_import_v0.1_20071008193615,regular
61548796,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548796,source,massgis_import_v0.1_20071008193615,regular
61548798,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548798,source,massgis_import_v0.1_20071008193615,regular
61548804,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548804,source,massgis_import_v0.1_20071008193615,regular
61548869,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61548869,source,massgis_import_v0.1_20071008193615,regular
61550344,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550344,created_by,JOSM,regular
61550344,source,massgis_import_v0.1_20071008193615,regular
61550347,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550347,created_by,JOSM,regular
61550347,source,massgis_import_v0.1_20071008193615,regular
61550351,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550351,created_by,JOSM,regular
61550351,source,massgis_import_v0.1_20071008193615,regular
61550364,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550364,created_by,JOSM,regular
61550364,source,massgis_import_v0.1_20071008193615,regular
61550389,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550389,created_by,JOSM,regular
61550389,source,massgis_import_v0.1_20071008193615,regular
61550397,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550397,created_by,JOSM,regular
61550397,source,massgis_import_v0.1_20071008193615,regular
61550403,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550403,created_by,JOSM,regular
61550403,source,massgis_import_v0.1_20071008193615,regular
61550410,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550410,created_by,JOSM,regular
61550410,source,massgis_import_v0.1_20071008193615,regular
61550416,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550416,created_by,JOSM,regular
61550416,source,massgis_import_v0.1_20071008193615,regular
61550424,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550424,created_by,JOSM,regular
61550424,source,massgis_import_v0.1_20071008193615,regular
61550431,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550431,created_by,JOSM,regular
61550431,source,massgis_import_v0.1_20071008193615,regular
61550438,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550438,created_by,JOSM,regular
61550438,source,massgis_import_v0.1_20071008193615,regular
61550517,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550517,created_by,JOSM,regular
61550517,source,massgis_import_v0.1_20071008193615,regular
61550528,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550528,created_by,JOSM,regular
61550528,source,massgis_import_v0.1_20071008193615,regular
61550532,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550532,created_by,JOSM,regular
61550532,source,massgis_import_v0.1_20071008193615,regular
61550538,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550538,source,massgis_import_v0.1_20071008193615,regular
61550544,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61550544,created_by,JOSM,regular
61550544,source,massgis_import_v0.1_20071008193615,regular
61551477,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551477,source,massgis_import_v0.1_20071008193615,regular
61551512,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551512,created_by,JOSM,regular
61551512,source,massgis_import_v0.1_20071008193615,regular
61551517,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551517,created_by,JOSM,regular
61551517,source,massgis_import_v0.1_20071008193615,regular
61551520,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551520,source,massgis_import_v0.1_20071008193615,regular
61551526,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551526,created_by,JOSM,regular
61551526,source,massgis_import_v0.1_20071008193615,regular
61551530,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551530,source,massgis_import_v0.1_20071008193615,regular
61551534,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551534,source,massgis_import_v0.1_20071008193615,regular
61551539,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551539,source,massgis_import_v0.1_20071008193615,regular
61551547,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551547,source,massgis_import_v0.1_20071008193615,regular
61551554,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551554,created_by,JOSM,regular
61551554,source,massgis_import_v0.1_20071008193615,regular
61551558,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551558,created_by,JOSM,regular
61551558,source,massgis_import_v0.1_20071008193615,regular
61551561,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551561,created_by,JOSM,regular
61551561,source,massgis_import_v0.1_20071008193615,regular
61551564,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551564,created_by,JOSM,regular
61551564,source,massgis_import_v0.1_20071008193615,regular
61551568,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551568,created_by,JOSM,regular
61551568,source,massgis_import_v0.1_20071008193615,regular
61551572,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551572,created_by,JOSM,regular
61551572,source,massgis_import_v0.1_20071008193615,regular
61551579,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551579,created_by,JOSM,regular
61551579,source,massgis_import_v0.1_20071008193615,regular
61551586,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551586,created_by,JOSM,regular
61551586,source,massgis_import_v0.1_20071008193615,regular
61551617,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551617,source,massgis_import_v0.1_20071008193615,regular
61551626,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551626,source,massgis_import_v0.1_20071008193615,regular
61551660,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551660,source,massgis_import_v0.1_20071008193615,regular
61551667,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551667,source,massgis_import_v0.1_20071008193615,regular
61551674,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551674,source,massgis_import_v0.1_20071008193615,regular
61551680,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551680,source,massgis_import_v0.1_20071008193615,regular
61551688,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551688,source,massgis_import_v0.1_20071008193615,regular
61551696,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551696,source,massgis_import_v0.1_20071008193615,regular
61551733,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551733,source,massgis_import_v0.1_20071008193615,regular
61551826,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551826,created_by,JOSM,regular
61551826,source,massgis_import_v0.1_20071008193615,regular
61551850,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61551850,created_by,JOSM,regular
61551850,source,massgis_import_v0.1_20071008193615,regular
61552088,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552088,source,massgis_import_v0.1_20071008193615,regular
61552174,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552174,source,massgis_import_v0.1_20071008193615,regular
61552175,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552175,source,massgis_import_v0.1_20071008193615,regular
61552177,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552177,source,massgis_import_v0.1_20071008193615,regular
61552179,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552179,source,massgis_import_v0.1_20071008193615,regular
61552181,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552181,source,massgis_import_v0.1_20071008193615,regular
61552184,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552184,source,massgis_import_v0.1_20071008193615,regular
61552185,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552185,source,massgis_import_v0.1_20071008193615,regular
61552187,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552187,source,massgis_import_v0.1_20071008193615,regular
61552319,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552319,source,massgis_import_v0.1_20071008193615,regular
61552325,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552325,source,massgis_import_v0.1_20071008193615,regular
61552337,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552337,source,massgis_import_v0.1_20071008193615,regular
61552414,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552414,source,massgis_import_v0.1_20071008193615,regular
61552442,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552442,source,massgis_import_v0.1_20071008193615,regular
61552532,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552532,source,massgis_import_v0.1_20071008193615,regular
61552539,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552539,source,massgis_import_v0.1_20071008193615,regular
61552571,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552571,source,massgis_import_v0.1_20071008193615,regular
61552576,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552576,source,massgis_import_v0.1_20071008193615,regular
61552580,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552580,source,massgis_import_v0.1_20071008193615,regular
61552588,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552588,source,massgis_import_v0.1_20071008193615,regular
61552592,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552592,source,massgis_import_v0.1_20071008193615,regular
61552614,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552614,source,massgis_import_v0.1_20071008193615,regular
61552701,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552701,source,massgis_import_v0.1_20071008193615,regular
61552705,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552705,source,massgis_import_v0.1_20071008193615,regular
61552709,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552709,source,massgis_import_v0.1_20071008193615,regular
61552712,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552712,created_by,JOSM,regular
61552712,source,massgis_import_v0.1_20071008193615,regular
61552734,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552734,source,massgis_import_v0.1_20071008193615,regular
61552742,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552742,highway,traffic_signals,regular
61552742,source,massgis_import_v0.1_20071008193615,regular
61552867,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552867,created_by,JOSM,regular
61552867,source,massgis_import_v0.1_20071008193615,regular
61552871,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552871,created_by,JOSM,regular
61552871,source,massgis_import_v0.1_20071008193615,regular
61552876,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552876,created_by,JOSM,regular
61552876,source,massgis_import_v0.1_20071008193615,regular
61552885,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61552885,created_by,JOSM,regular
61552885,source,massgis_import_v0.1_20071008193615,regular
61553534,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61553534,source,massgis_import_v0.1_20071008193615,regular
61553536,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61553536,source,massgis_import_v0.1_20071008193615,regular
61553538,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61553538,source,massgis_import_v0.1_20071008193615,regular
61553543,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61553543,source,massgis_import_v0.1_20071008193615,regular
61553545,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61553545,source,massgis_import_v0.1_20071008193615,regular
61553553,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61553553,source,massgis_import_v0.1_20071008193615,regular
61553557,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61553557,created_by,JOSM,regular
61553557,source,massgis_import_v0.1_20071008193615,regular
61553691,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61553691,created_by,JOSM,regular
61553691,source,massgis_import_v0.1_20071008193615,regular
61553699,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61553699,source,massgis_import_v0.1_20071008193615,regular
61554380,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61554380,created_by,JOSM,regular
61554380,source,massgis_import_v0.1_20071008193615,regular
61554388,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61554388,highway,traffic_signals,regular
61554388,source,massgis_import_v0.1_20071008193615,regular
61554397,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61554397,created_by,JOSM,regular
61554397,source,massgis_import_v0.1_20071008193615,regular
61554406,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61554406,created_by,JOSM,regular
61554406,source,massgis_import_v0.1_20071008193615,regular
61554414,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61554414,created_by,JOSM,regular
61554414,source,massgis_import_v0.1_20071008193615,regular
61554420,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61554420,created_by,JOSM,regular
61554420,source,massgis_import_v0.1_20071008193615,regular
61554427,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61554427,created_by,JOSM,regular
61554427,source,massgis_import_v0.1_20071008193615,regular
61554439,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61554439,created_by,JOSM,regular
61554439,source,massgis_import_v0.1_20071008193615,regular
61554445,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61554445,created_by,JOSM,regular
61554445,source,massgis_import_v0.1_20071008193615,regular
61554802,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61554802,source,massgis_import_v0.1_20071008193615,regular
61554810,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61554810,source,massgis_import_v0.1_20071008193615,regular
61554816,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61554816,source,massgis_import_v0.1_20071008193615,regular
61555218,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61555218,created_by,JOSM,regular
61555218,source,massgis_import_v0.1_20071008193615,regular
61555222,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61555222,created_by,JOSM,regular
61555222,source,massgis_import_v0.1_20071008193615,regular
61555355,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61555355,source,massgis_import_v0.1_20071008193615,regular
61555604,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61555604,created_by,JOSM,regular
61555604,source,massgis_import_v0.1_20071008193615,regular
61555610,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61555610,created_by,JOSM,regular
61555610,source,massgis_import_v0.1_20071008193615,regular
61555780,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61555780,created_by,JOSM,regular
61555780,source,massgis_import_v0.1_20071008193615,regular
61555784,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61555784,created_by,JOSM,regular
61555784,source,massgis_import_v0.1_20071008193615,regular
61555796,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61555796,source,massgis_import_v0.1_20071008193615,regular
61555886,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61555886,created_by,JOSM,regular
61555886,source,massgis_import_v0.1_20071008193615,regular
61555907,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61555907,source,massgis_import_v0.1_20071008193615,regular
61555911,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61555911,source,massgis_import_v0.1_20071008193615,regular
61556458,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61556458,created_by,JOSM,regular
